intersection_id,i,j,avg_queue,max_queue
0,0,0,4.730208,13.000000
1,0,1,4.951250,12.000000
2,0,2,4.786250,13.000000
3,0,3,5.576042,13.000000
4,0,4,4.296667,13.000000
5,0,5,4.824792,12.000000
6,1,0,4.788750,12.000000
7,1,1,4.741875,13.000000
8,1,2,4.719792,12.000000
9,1,3,5.055000,12.000000
10,1,4,4.458542,13.000000
11,1,5,4.650625,13.000000
12,2,0,5.094167,12.000000
13,2,1,5.050833,14.000000
14,2,2,5.552708,13.000000
15,2,3,5.256875,13.000000
16,2,4,4.648333,12.000000
17,2,5,4.924167,13.000000
18,3,0,5.226042,14.000000
19,3,1,5.471875,15.000000
20,3,2,5.605625,13.000000
21,3,3,5.592500,13.000000
22,3,4,5.204792,14.000000
23,3,5,5.269167,14.000000
24,4,0,4.441042,14.000000
25,4,1,4.710625,13.000000
26,4,2,4.838333,13.000000
27,4,3,5.162500,13.000000
28,4,4,4.534792,13.000000
29,4,5,4.505833,12.000000
30,5,0,5.012083,12.000000
31,5,1,4.766667,13.000000
32,5,2,5.050208,13.000000
33,5,3,5.003125,12.000000
34,5,4,4.389375,13.000000
35,5,5,4.689167,13.000000
