intersection_id,i,j,avg_queue,max_queue
0,0,0,13.454167,20.000000
1,0,1,13.225625,20.000000
2,0,2,13.031875,20.000000
3,0,3,13.207292,20.000000
4,0,4,12.971250,20.000000
5,0,5,13.505625,20.000000
6,1,0,13.751875,19.000000
7,1,1,13.979583,20.000000
8,1,2,13.227708,19.000000
9,1,3,13.566042,19.000000
10,1,4,13.685000,19.000000
11,1,5,13.112083,20.000000
12,2,0,13.252292,19.000000
13,2,1,13.500417,19.000000
14,2,2,12.755208,19.000000
15,2,3,13.101458,19.000000
16,2,4,12.804375,20.000000
17,2,5,12.694792,20.000000
18,3,0,13.403958,20.000000
19,3,1,14.112292,20.000000
20,3,2,13.436250,20.000000
21,3,3,13.831875,19.000000
22,3,4,13.443542,19.000000
23,3,5,13.232083,19.000000
24,4,0,13.526042,19.000000
25,4,1,13.727292,20.000000
26,4,2,13.395208,20.000000
27,4,3,13.266458,19.000000
28,4,4,13.588125,19.000000
29,4,5,13.277500,19.000000
30,5,0,13.658125,20.000000
31,5,1,13.115000,18.000000
32,5,2,13.461875,19.000000
33,5,3,13.622708,20.000000
34,5,4,13.511042,20.000000
35,5,5,13.038750,20.000000
