intersection_id,i,j,avg_queue,max_queue
0,0,0,14.397500,18.000000
1,0,1,14.716458,20.000000
2,0,2,14.433125,19.000000
3,0,3,14.552292,20.000000
4,0,4,14.344583,20.000000
5,0,5,14.323333,19.000000
6,1,0,14.338958,20.000000
7,1,1,14.511250,20.000000
8,1,2,14.437708,19.000000
9,1,3,14.696458,20.000000
10,1,4,14.557083,20.000000
11,1,5,14.654583,20.000000
12,2,0,14.249375,19.000000
13,2,1,14.438542,19.000000
14,2,2,14.453125,19.000000
15,2,3,14.625625,20.000000
16,2,4,14.417917,20.000000
17,2,5,14.365625,20.000000
18,3,0,14.345417,20.000000
19,3,1,14.595833,20.000000
20,3,2,14.554167,20.000000
21,3,3,14.700000,20.000000
22,3,4,14.601458,20.000000
23,3,5,14.630417,19.000000
24,4,0,14.530208,19.000000
25,4,1,14.607708,20.000000
26,4,2,14.477500,20.000000
27,4,3,14.805833,20.000000
28,4,4,14.698750,20.000000
29,4,5,14.674167,20.000000
30,5,0,14.382083,20.000000
31,5,1,14.416875,19.000000
32,5,2,14.445417,20.000000
33,5,3,14.502917,19.000000
34,5,4,14.618750,19.000000
35,5,5,14.448958,19.000000
