intersection_id,i,j,avg_queue,max_queue
0,0,0,4.797292,11.000000
1,0,1,4.966250,13.000000
2,0,2,4.842500,13.000000
3,0,3,4.527083,15.000000
4,0,4,4.636667,12.000000
5,0,5,4.375000,12.000000
6,1,0,4.774792,14.000000
7,1,1,4.745417,12.000000
8,1,2,4.970625,14.000000
9,1,3,4.735417,12.000000
10,1,4,4.798333,12.000000
11,1,5,4.566250,12.000000
12,2,0,4.695417,11.000000
13,2,1,4.845208,13.000000
14,2,2,4.818750,13.000000
15,2,3,4.764375,12.000000
16,2,4,4.936875,13.000000
17,2,5,4.672917,13.000000
18,3,0,4.650000,13.000000
19,3,1,4.787500,13.000000
20,3,2,4.820625,13.000000
21,3,3,4.717292,13.000000
22,3,4,4.648958,13.000000
23,3,5,4.594167,11.000000
24,4,0,4.583958,13.000000
25,4,1,5.040417,13.000000
26,4,2,4.983958,13.000000
27,4,3,4.760417,12.000000
28,4,4,4.898333,13.000000
29,4,5,4.457500,12.000000
30,5,0,4.538542,13.000000
31,5,1,4.636458,13.000000
32,5,2,4.654167,13.000000
33,5,3,4.701875,14.000000
34,5,4,4.620208,13.000000
35,5,5,4.336875,12.000000
