intersection_id,i,j,avg_queue,max_queue
0,0,0,7.848750,16.000000
1,0,1,9.131875,17.000000
2,0,2,8.994792,16.000000
3,0,3,8.659375,18.000000
4,0,4,8.890208,16.000000
5,0,5,8.061042,16.000000
6,1,0,8.661250,16.000000
7,1,1,9.440000,17.000000
8,1,2,9.070417,17.000000
9,1,3,8.734375,16.000000
10,1,4,9.506667,17.000000
11,1,5,7.979583,15.000000
12,2,0,8.752083,17.000000
13,2,1,9.944375,18.000000
14,2,2,9.290000,18.000000
15,2,3,9.482917,17.000000
16,2,4,9.723333,17.000000
17,2,5,8.266250,16.000000
18,3,0,8.243542,17.000000
19,3,1,9.190625,16.000000
20,3,2,8.877500,16.000000
21,3,3,9.513750,18.000000
22,3,4,9.915417,17.000000
23,3,5,8.298542,15.000000
24,4,0,9.044167,17.000000
25,4,1,10.211458,18.000000
26,4,2,9.713333,17.000000
27,4,3,9.558333,18.000000
28,4,4,10.599792,18.000000
29,4,5,8.808333,18.000000
30,5,0,7.694792,15.000000
31,5,1,8.432917,17.000000
32,5,2,8.408750,15.000000
33,5,3,8.339583,16.000000
34,5,4,9.203542,17.000000
35,5,5,8.165208,16.000000
