intersection_id,i,j,avg_queue,max_queue
0,0,0,10.616458,16.000000
1,0,1,11.169583,17.000000
2,0,2,11.666250,18.000000
3,0,3,11.730625,18.000000
4,0,4,11.279375,17.000000
5,0,5,11.001667,16.000000
6,1,0,11.322292,17.000000
7,1,1,11.812083,18.000000
8,1,2,12.206250,18.000000
9,1,3,12.141250,17.000000
10,1,4,11.705417,17.000000
11,1,5,11.462708,16.000000
12,2,0,11.678750,17.000000
13,2,1,12.367500,17.000000
14,2,2,12.668125,17.000000
15,2,3,12.698958,19.000000
16,2,4,12.198333,17.000000
17,2,5,12.015833,17.000000
18,3,0,11.698750,16.000000
19,3,1,12.165833,17.000000
20,3,2,12.591875,19.000000
21,3,3,12.546875,17.000000
22,3,4,12.354792,18.000000
23,3,5,11.881667,17.000000
24,4,0,11.712083,17.000000
25,4,1,12.166458,17.000000
26,4,2,12.484375,18.000000
27,4,3,12.590417,17.000000
28,4,4,11.740833,17.000000
29,4,5,11.744583,17.000000
30,5,0,11.330417,19.000000
31,5,1,11.690000,18.000000
32,5,2,11.903958,17.000000
33,5,3,11.740417,18.000000
34,5,4,11.458333,19.000000
35,5,5,11.400625,17.000000
