intersection_id,i,j,avg_queue,max_queue
0,0,0,3.495208,11.000000
1,0,1,3.926250,12.000000
2,0,2,4.044375,12.000000
3,0,3,3.822500,11.000000
4,0,4,4.025417,12.000000
5,0,5,3.582083,10.000000
6,1,0,3.678750,11.000000
7,1,1,4.118542,11.000000
8,1,2,3.860208,12.000000
9,1,3,3.786042,10.000000
10,1,4,4.040625,11.000000
11,1,5,3.854167,10.000000
12,2,0,3.873750,12.000000
13,2,1,3.862292,11.000000
14,2,2,3.834583,11.000000
15,2,3,3.801042,11.000000
16,2,4,3.988125,12.000000
17,2,5,3.824792,11.000000
18,3,0,4.007708,12.000000
19,3,1,4.049375,12.000000
20,3,2,4.187292,12.000000
21,3,3,4.011875,12.000000
22,3,4,4.077708,14.000000
23,3,5,3.756250,10.000000
24,4,0,4.052917,11.000000
25,4,1,4.063542,11.000000
26,4,2,3.992083,11.000000
27,4,3,3.968333,12.000000
28,4,4,4.055833,13.000000
29,4,5,4.005000,13.000000
30,5,0,3.549375,11.000000
31,5,1,3.692708,11.000000
32,5,2,3.636250,11.000000
33,5,3,3.927708,12.000000
34,5,4,3.817917,11.000000
35,5,5,3.552292,11.000000
