intersection_id,i,j,avg_queue,max_queue
0,0,0,0.777083,4.000000
1,0,1,0.835625,4.000000
2,0,2,0.804583,5.000000
3,0,3,0.900000,7.000000
4,0,4,0.850208,5.000000
5,0,5,0.786250,6.000000
6,1,0,0.846667,4.000000
7,1,1,0.945417,5.000000
8,1,2,0.894792,5.000000
9,1,3,0.937083,6.000000
10,1,4,0.888125,5.000000
11,1,5,0.869792,5.000000
12,2,0,0.805625,6.000000
13,2,1,0.900625,4.000000
14,2,2,0.877708,6.000000
15,2,3,0.907500,5.000000
16,2,4,0.882083,5.000000
17,2,5,0.864792,4.000000
18,3,0,0.801458,6.000000
19,3,1,0.867083,4.000000
20,3,2,0.842708,5.000000
21,3,3,0.887500,4.000000
22,3,4,0.863958,4.000000
23,3,5,0.836875,6.000000
24,4,0,0.785625,5.000000
25,4,1,0.848750,5.000000
26,4,2,0.823958,5.000000
27,4,3,0.817083,5.000000
28,4,4,0.828333,5.000000
29,4,5,0.801458,5.000000
30,5,0,0.756667,5.000000
31,5,1,0.861875,7.000000
32,5,2,0.841667,4.000000
33,5,3,0.831042,6.000000
34,5,4,0.865625,6.000000
35,5,5,0.823958,5.000000
