intersection_id,i,j,avg_queue,max_queue
0,0,0,12.822292,19.000000
1,0,1,13.572917,19.000000
2,0,2,12.964792,20.000000
3,0,3,13.333542,20.000000
4,0,4,13.160833,20.000000
5,0,5,13.041458,20.000000
6,1,0,12.958125,20.000000
7,1,1,14.149583,20.000000
8,1,2,13.500417,19.000000
9,1,3,14.063125,19.000000
10,1,4,13.183542,19.000000
11,1,5,13.163125,19.000000
12,2,0,12.263125,18.000000
13,2,1,13.432292,19.000000
14,2,2,13.461875,18.000000
15,2,3,12.922083,19.000000
16,2,4,13.483542,19.000000
17,2,5,13.057083,20.000000
18,3,0,12.259375,19.000000
19,3,1,13.678958,20.000000
20,3,2,13.465000,18.000000
21,3,3,13.519375,19.000000
22,3,4,13.803750,18.000000
23,3,5,12.977917,20.000000
24,4,0,13.371667,19.000000
25,4,1,13.743958,19.000000
26,4,2,13.642083,19.000000
27,4,3,13.249792,19.000000
28,4,4,13.717083,19.000000
29,4,5,12.857708,20.000000
30,5,0,13.123750,20.000000
31,5,1,12.891458,18.000000
32,5,2,13.190833,19.000000
33,5,3,12.883125,19.000000
34,5,4,13.738750,20.000000
35,5,5,13.311458,20.000000
