intersection_id,i,j,avg_queue,max_queue
0,0,0,4.858333,13.000000
1,0,1,5.366042,13.000000
2,0,2,5.135208,12.000000
3,0,3,5.587500,13.000000
4,0,4,5.271042,13.000000
5,0,5,5.085208,12.000000
6,1,0,5.403333,13.000000
7,1,1,6.145833,14.000000
8,1,2,5.948750,15.000000
9,1,3,6.182708,14.000000
10,1,4,5.929792,14.000000
11,1,5,5.369583,12.000000
12,2,0,5.395833,12.000000
13,2,1,6.322292,14.000000
14,2,2,6.091250,14.000000
15,2,3,6.085417,13.000000
16,2,4,5.915000,14.000000
17,2,5,5.511042,12.000000
18,3,0,5.356042,12.000000
19,3,1,5.843750,14.000000
20,3,2,5.806667,14.000000
21,3,3,5.843542,12.000000
22,3,4,5.551458,13.000000
23,3,5,5.161875,13.000000
24,4,0,5.081458,12.000000
25,4,1,5.735833,13.000000
26,4,2,5.718542,14.000000
27,4,3,5.711250,13.000000
28,4,4,5.792292,13.000000
29,4,5,5.309167,13.000000
30,5,0,4.990833,12.000000
31,5,1,5.513125,15.000000
32,5,2,5.311875,12.000000
33,5,3,5.534792,14.000000
34,5,4,5.263750,13.000000
35,5,5,4.941875,11.000000
