intersection_id,i,j,avg_queue,max_queue
0,0,0,3.906875,11.000000
1,0,1,4.170000,11.000000
2,0,2,4.064375,11.000000
3,0,3,4.328958,11.000000
4,0,4,4.047917,10.000000
5,0,5,3.720625,10.000000
6,1,0,4.155000,12.000000
7,1,1,4.374583,13.000000
8,1,2,4.415417,11.000000
9,1,3,4.698333,13.000000
10,1,4,4.687917,12.000000
11,1,5,4.022708,11.000000
12,2,0,3.937917,11.000000
13,2,1,4.396875,11.000000
14,2,2,4.573958,11.000000
15,2,3,4.495625,12.000000
16,2,4,4.596042,11.000000
17,2,5,4.061667,11.000000
18,3,0,4.064792,10.000000
19,3,1,4.328333,11.000000
20,3,2,4.335208,12.000000
21,3,3,4.332708,11.000000
22,3,4,4.469167,11.000000
23,3,5,4.038750,12.000000
24,4,0,4.122083,13.000000
25,4,1,4.506667,11.000000
26,4,2,4.416875,13.000000
27,4,3,4.454375,12.000000
28,4,4,4.475000,12.000000
29,4,5,4.083750,10.000000
30,5,0,3.995000,11.000000
31,5,1,4.168750,11.000000
32,5,2,4.083958,11.000000
33,5,3,4.311667,12.000000
34,5,4,4.159792,11.000000
35,5,5,3.892500,12.000000
