intersection_id,i,j,avg_queue,max_queue
0,0,0,14.511458,20.000000
1,0,1,14.447083,19.000000
2,0,2,14.266250,19.000000
3,0,3,14.505208,20.000000
4,0,4,14.638125,20.000000
5,0,5,14.550417,20.000000
6,1,0,14.592708,19.000000
7,1,1,14.713333,19.000000
8,1,2,14.608542,20.000000
9,1,3,14.586250,20.000000
10,1,4,14.463333,20.000000
11,1,5,14.577083,20.000000
12,2,0,14.440208,19.000000
13,2,1,14.587708,20.000000
14,2,2,14.493542,20.000000
15,2,3,14.469375,19.000000
16,2,4,14.511458,20.000000
17,2,5,14.502083,20.000000
18,3,0,14.406875,20.000000
19,3,1,14.538542,20.000000
20,3,2,14.682917,20.000000
21,3,3,14.676042,20.000000
22,3,4,14.605208,20.000000
23,3,5,14.578750,20.000000
24,4,0,14.392917,20.000000
25,4,1,14.709792,20.000000
26,4,2,14.652083,19.000000
27,4,3,14.545208,19.000000
28,4,4,14.656458,20.000000
29,4,5,14.664583,19.000000
30,5,0,14.338333,20.000000
31,5,1,14.605417,20.000000
32,5,2,14.625000,20.000000
33,5,3,14.532917,20.000000
34,5,4,14.639167,19.000000
35,5,5,14.517708,20.000000
