intersection_id,i,j,avg_queue,max_queue
0,0,0,7.055417,14.000000
1,0,1,7.070833,16.000000
2,0,2,7.593750,15.000000
3,0,3,7.177917,14.000000
4,0,4,7.130000,15.000000
5,0,5,6.748125,14.000000
6,1,0,7.040417,14.000000
7,1,1,7.621875,15.000000
8,1,2,7.773333,15.000000
9,1,3,7.719375,16.000000
10,1,4,7.391875,15.000000
11,1,5,6.996875,14.000000
12,2,0,7.737500,15.000000
13,2,1,8.046875,15.000000
14,2,2,8.723125,15.000000
15,2,3,7.922917,15.000000
16,2,4,8.114792,15.000000
17,2,5,7.753958,15.000000
18,3,0,8.066250,15.000000
19,3,1,7.884167,15.000000
20,3,2,8.635000,15.000000
21,3,3,8.002292,14.000000
22,3,4,7.747292,16.000000
23,3,5,7.303333,14.000000
24,4,0,7.325833,15.000000
25,4,1,7.501458,15.000000
26,4,2,7.855208,15.000000
27,4,3,7.859167,15.000000
28,4,4,7.427500,15.000000
29,4,5,7.107500,15.000000
30,5,0,6.883750,15.000000
31,5,1,7.029583,15.000000
32,5,2,7.878958,16.000000
33,5,3,6.949167,14.000000
34,5,4,7.082292,14.000000
35,5,5,6.696458,15.000000
