intersection_id,i,j,avg_queue,max_queue
0,0,0,12.787917,19.000000
1,0,1,12.419583,19.000000
2,0,2,12.887917,18.000000
3,0,3,12.900833,20.000000
4,0,4,13.256875,18.000000
5,0,5,12.710000,18.000000
6,1,0,13.272292,18.000000
7,1,1,14.032292,19.000000
8,1,2,13.980208,19.000000
9,1,3,14.097708,18.000000
10,1,4,14.029583,19.000000
11,1,5,13.469792,19.000000
12,2,0,12.970208,19.000000
13,2,1,13.687500,19.000000
14,2,2,13.453750,19.000000
15,2,3,13.871250,18.000000
16,2,4,13.802708,19.000000
17,2,5,13.325000,20.000000
18,3,0,12.916250,19.000000
19,3,1,13.804583,18.000000
20,3,2,13.813125,18.000000
21,3,3,13.909167,18.000000
22,3,4,13.919792,20.000000
23,3,5,13.055000,19.000000
24,4,0,13.085208,20.000000
25,4,1,14.025625,18.000000
26,4,2,13.825208,19.000000
27,4,3,13.816250,18.000000
28,4,4,13.676667,19.000000
29,4,5,12.778750,18.000000
30,5,0,12.196458,19.000000
31,5,1,13.168750,19.000000
32,5,2,13.126458,19.000000
33,5,3,12.902917,18.000000
34,5,4,12.899375,19.000000
35,5,5,12.302708,18.000000
