intersection_id,i,j,avg_queue,max_queue
0,0,0,9.057708,16.000000
1,0,1,9.563958,16.000000
2,0,2,9.835417,16.000000
3,0,3,9.786458,16.000000
4,0,4,9.250208,16.000000
5,0,5,9.250417,16.000000
6,1,0,9.520833,18.000000
7,1,1,9.581667,16.000000
8,1,2,9.828750,16.000000
9,1,3,9.849583,17.000000
10,1,4,9.801875,16.000000
11,1,5,9.379792,18.000000
12,2,0,9.950417,16.000000
13,2,1,9.768542,16.000000
14,2,2,10.205833,15.000000
15,2,3,10.217500,16.000000
16,2,4,10.107292,17.000000
17,2,5,9.518750,15.000000
18,3,0,9.935208,17.000000
19,3,1,10.006875,16.000000
20,3,2,10.075417,16.000000
21,3,3,10.060625,17.000000
22,3,4,10.031250,15.000000
23,3,5,9.818750,16.000000
24,4,0,9.651667,15.000000
25,4,1,10.064583,16.000000
26,4,2,10.329792,17.000000
27,4,3,10.282917,16.000000
28,4,4,9.803125,16.000000
29,4,5,9.819167,16.000000
30,5,0,9.176250,17.000000
31,5,1,9.387500,16.000000
32,5,2,9.472708,16.000000
33,5,3,9.638542,16.000000
34,5,4,9.573542,16.000000
35,5,5,8.802500,16.000000
