intersection_id,i,j,avg_queue,max_queue
0,0,0,2.242292,8.000000
1,0,1,2.252917,9.000000
2,0,2,2.046250,8.000000
3,0,3,2.136875,8.000000
4,0,4,2.203542,10.000000
5,0,5,2.043958,8.000000
6,1,0,2.354375,8.000000
7,1,1,2.309792,9.000000
8,1,2,2.363750,9.000000
9,1,3,2.388125,10.000000
10,1,4,2.683125,8.000000
11,1,5,2.157917,8.000000
12,2,0,2.514375,9.000000
13,2,1,2.396042,7.000000
14,2,2,2.343333,9.000000
15,2,3,2.520208,10.000000
16,2,4,2.453333,8.000000
17,2,5,2.279375,8.000000
18,3,0,2.248750,7.000000
19,3,1,2.212500,9.000000
20,3,2,2.220833,9.000000
21,3,3,2.733750,10.000000
22,3,4,2.464375,9.000000
23,3,5,2.281667,11.000000
24,4,0,2.209792,8.000000
25,4,1,2.474792,8.000000
26,4,2,2.522708,9.000000
27,4,3,2.459375,10.000000
28,4,4,2.496875,8.000000
29,4,5,2.297500,8.000000
30,5,0,2.029792,8.000000
31,5,1,2.246458,8.000000
32,5,2,1.815208,9.000000
33,5,3,2.217917,8.000000
34,5,4,2.271042,10.000000
35,5,5,2.108542,8.000000
