intersection_id,i,j,avg_queue,max_queue
0,0,0,12.433333,19.000000
1,0,1,13.374792,19.000000
2,0,2,13.120625,20.000000
3,0,3,12.886042,19.000000
4,0,4,13.271875,18.000000
5,0,5,12.731458,19.000000
6,1,0,13.242083,18.000000
7,1,1,13.963125,18.000000
8,1,2,13.829375,20.000000
9,1,3,13.993125,18.000000
10,1,4,13.497083,18.000000
11,1,5,13.620208,18.000000
12,2,0,13.038333,19.000000
13,2,1,13.711250,19.000000
14,2,2,14.255000,19.000000
15,2,3,13.425625,18.000000
16,2,4,14.050417,20.000000
17,2,5,13.200000,18.000000
18,3,0,13.040208,19.000000
19,3,1,13.734167,18.000000
20,3,2,13.504583,18.000000
21,3,3,13.835833,18.000000
22,3,4,13.995417,19.000000
23,3,5,13.159167,19.000000
24,4,0,12.869583,18.000000
25,4,1,13.804583,19.000000
26,4,2,13.130000,18.000000
27,4,3,13.597500,18.000000
28,4,4,13.891042,19.000000
29,4,5,13.345000,18.000000
30,5,0,12.623125,19.000000
31,5,1,13.506875,19.000000
32,5,2,13.071875,19.000000
33,5,3,13.304375,18.000000
34,5,4,13.295417,18.000000
35,5,5,12.721458,19.000000
