intersection_id,i,j,avg_queue,max_queue
0,0,0,12.379792,18.000000
1,0,1,13.724792,19.000000
2,0,2,13.298542,18.000000
3,0,3,12.945833,18.000000
4,0,4,13.147083,18.000000
5,0,5,12.842500,18.000000
6,1,0,13.315417,19.000000
7,1,1,14.133125,20.000000
8,1,2,14.082083,20.000000
9,1,3,13.765625,20.000000
10,1,4,13.938125,20.000000
11,1,5,13.673542,19.000000
12,2,0,13.476042,18.000000
13,2,1,13.974167,19.000000
14,2,2,13.943125,19.000000
15,2,3,13.906667,19.000000
16,2,4,14.282917,19.000000
17,2,5,13.693958,19.000000
18,3,0,13.857500,18.000000
19,3,1,14.338542,19.000000
20,3,2,14.203542,19.000000
21,3,3,14.114792,19.000000
22,3,4,13.977292,19.000000
23,3,5,13.602708,18.000000
24,4,0,13.661875,19.000000
25,4,1,14.133958,20.000000
26,4,2,14.152708,19.000000
27,4,3,13.921667,18.000000
28,4,4,14.035000,20.000000
29,4,5,13.655625,20.000000
30,5,0,12.653958,18.000000
31,5,1,13.482708,18.000000
32,5,2,13.798750,18.000000
33,5,3,13.336667,20.000000
34,5,4,13.563333,20.000000
35,5,5,13.189167,18.000000
