intersection_id,i,j,avg_queue,max_queue
0,0,0,12.369167,19.000000
1,0,1,13.066667,20.000000
2,0,2,12.775208,18.000000
3,0,3,13.184375,18.000000
4,0,4,13.138333,20.000000
5,0,5,12.556875,19.000000
6,1,0,12.972917,20.000000
7,1,1,13.427292,19.000000
8,1,2,12.316667,19.000000
9,1,3,12.875833,20.000000
10,1,4,13.369792,19.000000
11,1,5,12.789167,20.000000
12,2,0,12.889375,19.000000
13,2,1,13.399375,20.000000
14,2,2,12.956458,19.000000
15,2,3,13.088542,19.000000
16,2,4,13.300625,18.000000
17,2,5,12.597708,18.000000
18,3,0,12.820625,20.000000
19,3,1,13.683333,19.000000
20,3,2,12.814792,18.000000
21,3,3,12.998333,20.000000
22,3,4,13.415000,18.000000
23,3,5,12.147083,19.000000
24,4,0,12.802708,20.000000
25,4,1,13.656250,20.000000
26,4,2,13.559375,19.000000
27,4,3,13.971458,20.000000
28,4,4,13.450417,18.000000
29,4,5,12.391667,19.000000
30,5,0,11.487917,19.000000
31,5,1,12.102292,20.000000
32,5,2,12.532917,20.000000
33,5,3,12.276875,20.000000
34,5,4,12.735417,20.000000
35,5,5,11.621250,19.000000
