intersection_id,i,j,avg_queue,max_queue
0,0,0,4.327083,13.000000
1,0,1,4.544167,12.000000
2,0,2,4.343542,11.000000
3,0,3,4.649792,14.000000
4,0,4,4.612500,11.000000
5,0,5,4.488125,12.000000
6,1,0,4.625833,11.000000
7,1,1,4.884375,12.000000
8,1,2,4.820625,14.000000
9,1,3,4.651042,12.000000
10,1,4,4.823125,13.000000
11,1,5,4.868958,15.000000
12,2,0,4.437708,12.000000
13,2,1,4.916875,14.000000
14,2,2,4.688542,12.000000
15,2,3,4.679792,11.000000
16,2,4,4.987083,12.000000
17,2,5,4.755833,14.000000
18,3,0,4.572292,13.000000
19,3,1,4.694792,15.000000
20,3,2,4.591250,12.000000
21,3,3,4.828750,13.000000
22,3,4,4.770625,14.000000
23,3,5,4.797500,13.000000
24,4,0,4.705417,12.000000
25,4,1,4.938333,13.000000
26,4,2,4.697500,12.000000
27,4,3,4.966458,13.000000
28,4,4,4.824583,12.000000
29,4,5,4.798958,13.000000
30,5,0,4.496875,12.000000
31,5,1,4.747917,14.000000
32,5,2,4.611458,13.000000
33,5,3,4.606250,14.000000
34,5,4,4.783125,13.000000
35,5,5,4.608542,12.000000
