intersection_id,i,j,avg_queue,max_queue
0,0,0,14.321667,20.000000
1,0,1,14.431250,19.000000
2,0,2,14.064167,18.000000
3,0,3,14.376250,20.000000
4,0,4,14.311250,19.000000
5,0,5,14.256875,18.000000
6,1,0,14.590208,19.000000
7,1,1,14.512917,20.000000
8,1,2,14.439167,19.000000
9,1,3,14.641458,20.000000
10,1,4,14.538333,20.000000
11,1,5,14.436875,20.000000
12,2,0,14.496667,20.000000
13,2,1,14.542917,20.000000
14,2,2,14.261250,20.000000
15,2,3,14.571667,20.000000
16,2,4,14.731875,19.000000
17,2,5,14.263125,19.000000
18,3,0,14.292292,20.000000
19,3,1,14.606042,19.000000
20,3,2,14.449792,20.000000
21,3,3,14.535208,20.000000
22,3,4,14.668333,20.000000
23,3,5,14.380833,19.000000
24,4,0,14.307292,20.000000
25,4,1,14.618958,19.000000
26,4,2,14.536458,20.000000
27,4,3,14.457708,20.000000
28,4,4,14.764792,20.000000
29,4,5,14.421458,20.000000
30,5,0,14.126458,19.000000
31,5,1,14.311458,20.000000
32,5,2,14.478333,20.000000
33,5,3,14.393958,19.000000
34,5,4,14.718750,20.000000
35,5,5,14.282708,20.000000
